time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-04T03:33:08.050Z,36.37616667,-97.718,5,3.6,mwr,93,35,0,0.21,ok,ok2020gqai,2020-04-08T04:56:14.492Z,"14km E of Enid, Oklahoma",earthquake,,0.4,,43,reviewed,ok,us
2020-04-04T03:17:46.630Z,35.0101667,-118.4986667,2.35,3.49,mw,142,19,0.1304,0.24,ci,ci39127167,2020-04-09T20:58:20.508Z,"14km SSW of Tehachapi, CA",earthquake,0.13,0.48,,4,reviewed,ci,ci
2020-04-04T02:59:23.280Z,33.5011667,-116.519,10.37,3.11,ml,123,26,0.05707,0.19,ci,ci39126951,2020-04-06T15:34:06.564Z,"16km ESE of Anza, CA",earthquake,0.1,0.23,0.157,185,reviewed,ci,ci
2020-04-04T02:57:46.944Z,44.3362,-115.2293,10,2.7,ml,,60,0.93,0.81,us,us70008nat,2020-04-04T03:22:23.530Z,"67km ESE of Cascade, Idaho",earthquake,3.2,2,0.049,54,reviewed,us,us
2020-04-04T02:40:06.390Z,18.0211,-66.7485,15,3.24,md,20,130,0.1386,0.12,pr,pr2020095003,2020-04-04T22:08:18.397Z,"1km SE of Santo Domingo, Puerto Rico",earthquake,0.27,0.38,0.09,13,reviewed,pr,pr
2020-04-04T02:26:34.187Z,44.4028,-115.1776,10,2.8,ml,,93,0.901,1.03,us,us70008nac,2020-04-04T10:29:28.871Z,"69km E of Cascade, Idaho",earthquake,2.9,2,0.055,44,reviewed,us,us
2020-04-04T02:16:24.880Z,33.4966667,-116.5198333,10.26,2.55,ml,103,27,0.06139,0.19,ci,ci39126455,2020-04-07T15:55:49.470Z,"16km ESE of Anza, CA",earthquake,0.11,0.26,0.161,100,reviewed,ci,ci
2020-04-04T02:07:52.290Z,33.4896667,-116.5031667,8.06,2.48,ml,102,23,0.07154,0.24,ci,ci39126287,2020-04-09T23:57:33.700Z,"17km ESE of Anza, CA",earthquake,0.14,0.45,0.183,127,reviewed,ci,ci
2020-04-04T02:06:17.760Z,33.4975,-116.5133333,10.52,2.47,ml,86,27,0.06163,0.2,ci,ci39126271,2020-04-09T20:41:54.057Z,"16km ESE of Anza, CA",earthquake,0.13,0.28,0.158,12,reviewed,ci,ci
2020-04-04T02:05:00.170Z,33.4946667,-116.5153333,10.28,3.66,mw,145,23,0.06402,0.2,ci,ci39126263,2020-04-09T05:22:19.052Z,"16km ESE of Anza, CA",earthquake,0.1,0.26,,4,reviewed,ci,ci
2020-04-04T01:56:57.670Z,33.496,-116.5066667,10.78,2.57,ml,84,27,0.06462,0.22,ci,ci39126135,2020-04-07T16:25:40.110Z,"17km ESE of Anza, CA",earthquake,0.16,0.5,0.136,34,reviewed,ci,ci
2020-04-04T01:55:35.800Z,33.4801667,-116.4903333,9.21,3.07,ml,115,27,0.08428,0.22,ci,ci39126103,2020-04-06T17:55:08.829Z,"19km ESE of Anza, CA",earthquake,0.13,0.34,0.124,12,reviewed,ci,ci
2020-04-04T01:55:32.860Z,33.499,-116.5126667,10.27,2.45,ml,72,56,0.06032,0.19,ci,ci39126095,2020-04-07T15:56:02.026Z,"16km ESE of Anza, CA",earthquake,0.18,0.37,0.099,6,reviewed,ci,ci
2020-04-04T01:54:22.570Z,33.4931667,-116.505,10.31,3.76,mlr,128,28,0.06774,0.23,ci,ci39126087,2020-04-05T01:58:14.297Z,"17km ESE of Anza, CA",earthquake,0.11,0.29,0.244,14,reviewed,ci,ci
2020-04-04T01:53:18.920Z,33.4895,-116.5063333,10.45,4.87,mw,175,23,0.07088,0.22,ci,ci39126079,2020-04-10T06:17:08.723Z,"17km ESE of Anza, CA",earthquake,0.1,0.27,,6,reviewed,ci,ci
2020-04-04T01:52:50.705Z,-55.9099,-27.744,72.96,5.1,mb,,104,5.279,0.85,us,us70008n9q,2020-04-04T02:10:20.040Z,"94km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.2,7.7,0.088,42,reviewed,us,us
2020-04-04T01:46:10.696Z,44.517,-115.1978,10,3,ml,,54,0.807,0.49,us,us70008n98,2020-04-04T13:57:33.410Z,"67km E of Cascade, Idaho",earthquake,2.9,2,0.048,58,reviewed,us,us
2020-04-04T01:41:31.840Z,44.4985,-115.2108,10,2.6,ml,,61,0.814,0.49,us,us70008n94,2020-04-04T02:52:06.040Z,"66km E of Cascade, Idaho",earthquake,2.9,2,0.056,42,reviewed,us,us
2020-04-04T01:09:17.540Z,17.9243,-66.8403,16,2.74,md,20,213,0.064,0.14,pr,pr2020095007,2020-04-04T09:12:01.466Z,"6km SSW of Indios, Puerto Rico",earthquake,0.64,0.46,0.19,10,reviewed,pr,pr
2020-04-04T01:08:12.510Z,17.9345,-66.8418,15,2.96,md,20,194,0.0552,0.16,pr,pr2020095000,2020-04-04T01:51:24.302Z,"5km SSW of Indios, Puerto Rico",earthquake,0.72,0.51,0.17,19,reviewed,pr,pr
2020-04-04T00:45:51.928Z,32.6292,85.4271,10,4.4,mb,,91,4.806,0.85,us,us70008sd4,2020-04-10T02:14:09.040Z,"122km ENE of Luring, China",earthquake,10.4,1.9,0.143,14,reviewed,us,us
2020-04-04T00:45:35.091Z,44.2744,-115.2386,5,2.7,ml,,67,0.928,1.21,us,us70008n80,2020-04-04T19:52:27.079Z,"68km NE of Idaho City, Idaho",earthquake,1.8,1.9,0.046,62,reviewed,us,us
2020-04-04T00:27:38.970Z,18.0663,-68.6441,143,3.58,md,13,223,1.339,0.44,pr,pr2020095004,2020-04-04T20:48:16.040Z,"26km S of Boca de Yuma, Dominican Republic",earthquake,4.93,2.44,0.18,12,reviewed,pr,pr
2020-04-03T23:59:33.530Z,17.8851,-66.8678,14,2.57,md,20,234,0.0907,0.25,pr,pr2020094030,2020-04-04T00:43:41.432Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.76,0.91,0.37,19,reviewed,pr,pr
2020-04-03T23:47:06.630Z,17.8705,-66.87,13,2.82,md,20,241,0.105,0.24,pr,pr2020094028,2020-04-05T02:54:58.040Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.86,0.48,0.46,19,reviewed,pr,pr
2020-04-03T23:45:17.055Z,-5.2113,145.9056,93.99,4,mb,,118,4.347,0.84,us,us70008rqz,2020-04-10T02:09:04.040Z,"12km E of Madang, Papua New Guinea",earthquake,10.2,12.8,0.15,12,reviewed,us,us
2020-04-03T23:21:45.825Z,-12.9167,166.4484,35,4.4,mb,,124,2.619,1.05,us,us70008rqy,2020-04-10T02:04:47.040Z,"160km NW of Sola, Vanuatu",earthquake,5.9,2,0.12,20,reviewed,us,us
2020-04-03T23:13:23.876Z,-5.9659,151.8354,10,4.6,mb,,83,1.793,0.66,us,us70008rqx,2020-04-10T01:56:38.040Z,"184km SSW of Kokopo, Papua New Guinea",earthquake,11.5,1.9,0.053,107,reviewed,us,us
2020-04-03T22:54:42.225Z,32.6804,85.5495,10,4.8,mb,,83,4.831,0.76,us,us70008n5a,2020-04-03T23:14:35.040Z,"134km ENE of Luring, China",earthquake,8.8,1.9,0.069,65,reviewed,us,us
2020-04-03T22:50:49.686Z,-58.658,-25.2733,27.8,5,mww,,68,7.598,0.79,us,us70008n56,2020-04-06T21:05:39.040Z,"83km ENE of Bristol Island, South Sandwich Islands",earthquake,10.4,3.8,0.117,7,reviewed,us,us
2020-04-03T22:50:03.408Z,44.2873,-115.1973,5,2.7,ml,,66,0.919,1.31,us,us70008n50,2020-04-03T22:57:52.040Z,"71km ESE of Cascade, Idaho",earthquake,3,1.9,0.048,56,reviewed,us,us
2020-04-03T22:49:48.660Z,19.2161674,-155.3966675,30.84,2.6,ml,53,152,0.02124,0.12,hv,hv71457862,2020-04-03T23:20:09.040Z,"7km NE of Pahala, Hawaii",earthquake,0.54,0.63,3.18,35,automatic,hv,hv
2020-04-03T22:35:29.949Z,36.3745,-97.7205,5,3.65,mwr,88,35,0,0.2,ok,ok2020gpqn,2020-04-05T02:57:03.759Z,"15km E of Enid, Oklahoma",earthquake,,0.4,,35,reviewed,ok,us
2020-04-03T22:14:17.790Z,1.9268,128.4541,64,4.4,mb,,108,1.58,0.62,us,us70008n43,2020-04-03T22:36:19.040Z,"54km ENE of Tobelo, Indonesia",earthquake,10,9,0.105,26,reviewed,us,us
2020-04-03T21:57:24.455Z,44.3287,-115.227,5,3,ml,,116,0.938,0.72,us,us70008n3p,2020-04-04T15:33:03.910Z,"68km ESE of Cascade, Idaho",earthquake,2.5,2,0.04,82,reviewed,us,us
2020-04-03T21:52:44.531Z,44.2235,-115.1142,5,2.5,ml,,69,0.832,0.81,us,us70008n3j,2020-04-03T22:06:45.040Z,"72km NE of Idaho City, Idaho",earthquake,1.6,2,0.052,48,reviewed,us,us
2020-04-03T21:34:35.247Z,44.356,-115.2231,5,2.7,ml,,63,0.917,1.2,us,us70008n33,2020-04-03T21:52:56.493Z,"67km ESE of Cascade, Idaho",earthquake,2.3,2,0.048,56,reviewed,us,us
2020-04-03T21:11:41.669Z,44.269,-115.2761,5,2.5,ml,,67,0.941,1.28,us,us70008n1z,2020-04-03T21:33:56.103Z,"66km ESE of Cascade, Idaho",earthquake,2.9,2,0.064,32,reviewed,us,us
